text,label_text,language,source,label
@ashley_smith20 colored contacts,safe,en,hate_speech_offensive,0
حیف نیس بدنت ماساژ نگیره؟؟ 🙌,sensitive,fa,phicad,1
ظلم و ستم پایدار نمیماند منتظر پای دار باشید 👎 👎,hateful,fa,phicad,2
توبهترینی 💕 💕 💖 💖 شک ندارم,safe,fa,phicad,0
RT @USER: @USER @USER @USER ريدم به باب و محمد و رفسنجاني و خامنه اي و هثخاتمي و مقلدين امام خميني كسكش,hateful,fa,pars_off,2
مرفه بی درد,hateful,fa,phicad,2
RT @YaaBoyShiki: How the fuck can some people not get atleast 1 on flappy bird. I just got 11 while smoking a fuckin square.,sensitive,en,hate_speech_offensive,1
خانم افشار عزیز 💙 🖤 🇮🇷,safe,fa,phicad,0
تو فقط یک فاحشه ی حکومتی هستی و قطعا یک حرامزاده ای,hateful,fa,phicad,2
افتخار فقط حسن یزدانی,safe,fa,phicad,0
"قلعه‌نویی همونطور که از استقلال به سپاهان و بعد هم گل‌گهر تنزل پیدا کرد، توی زیر سوال بردن رقبا هم از واعظ و مجیدی به هاتف کندی تنزل داده خودشو.
چیزی که درباره‌ی هاتف کندی گفت شاید درست باشه اما خاک بر سر تو که با توتونچی و میثاقی و راهبر خلوت داری و جلو اون و ۲ تا خبرنگارش ریدی.",sensitive,fa,phate,1
کرایه ها واقعا مسخرست 🤬 🤬,hateful,fa,phicad,2
باعث تاسف هستید,hateful,fa,phicad,2
"کاش از این زنیکه رعنا رحیم پور بکشید بیرون کل تایم لاین شده رعنا😒 فهمیدیم دیگه چه تخم حرومی ایه حالا برسیم به فراخوان ها و‌اخبار مهم؟!🤦🏻‍♀️
#مهسا_امینی
#انقلاب_سراسری
#OpIran",sensitive,fa,phate,1
بهبود زگیل تناسلی ✅ 🔞,sensitive,fa,phicad,1
"""@worldtraveIs: Baby albino &#128034; http://t.co/2tYTQJ3fec"" @Meeeesh1395",safe,en,hate_speech_offensive,0
RT @clurfogarty: All Babies are born hipsters because they come out of the hospital in beanies.,sensitive,en,hate_speech_offensive,1
لولوخورخوره,hateful,fa,phicad,2
کم بمال همیشه بمال قهرمان,sensitive,fa,phicad,1
الهی مثل همیشه بدرخشی عزیزم ❤️ ❤️ ❤️ ❤️ ❤️,safe,fa,phicad,0
@WarriorRN61 @mrgeology you inferred he tried to ho to Nam. He did not. He dodged it. He is no great leader.,safe,en,hate_speech_offensive,0
تولدت مبارک باشه مهران جان 👏 👏,safe,fa,phicad,0
"RT @wilw: Even shorter Charlie Sheen: ""Your move, Mel Gibson.""",safe,en,hate_speech_offensive,0
 ’ ’ ’ ,hateful,fa,phicad,2
@vinny2vicious faggot I knew you weren't really my friend.,hateful,en,hate_speech_offensive,2
ابروی‌هر‌چی‌ایرانی‌بردی‌‌بیچاره,hateful,fa,phicad,2
RT @frankthetank215: There might be a couple cotton pickers on the spurs but they all play unselfish white man basketball,hateful,en,hate_speech_offensive,2
"با ذکر بسم الله
کیر تو مهدی ترابی

#مهسا_امینی #نیکا_شاکرمی",sensitive,fa,phate,1
خیلی عنی 🤌🏻 💩,hateful,fa,phicad,2
There is this yellow thing in the sky. I don't know what to make of it.,safe,en,hate_speech_offensive,0
Can't stand that faggot.,hateful,en,hate_speech_offensive,2
نمی دونم بازی تیم ملی با سوریه رو دیدید یا نه ولی این تیم زیر نظر مربی جدید یاد گرفته حمله کنه! اگه بتونه مثل زمان کیروش دفاع هم بکنه شک ندارم که قهرمان آسیاست. روزهای هیجان انگیزی در راهه! این توییت رو یادتون باشه. فقط جای عادل و نود خالیه الان خیلی.,safe,fa,pars_off,0
واایی من عاشق نگارجونم ❤️ ❤️ ❤️ ❤️ ❤️ ❤️,safe,fa,phicad,0
افرین استاد ریدم دهنت,hateful,fa,phicad,2
"&#8220;@gallinofmilk: I'm a faggot"" I agree",sensitive,en,hate_speech_offensive,1
Tell that hating ass niggah to shut the fuck up,sensitive,en,hate_speech_offensive,1
به امید پیروزی,safe,fa,phicad,0
بلاکت کردم متاسفم برات,hateful,fa,phicad,2
عشق اس او,safe,fa,phicad,0
تهمت نزنید بابا شاید صیغش کرده 🤣 🤣,sensitive,fa,phicad,1
زنده و سلامت باشید استاد 🥲 🙏,safe,fa,phicad,0
دیگه خسته شدیم از دروغ ,hateful,fa,phicad,2
زیبا جان,safe,fa,phicad,0
RT @A1lovely_: At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass &#128514;,hateful,en,hate_speech_offensive,2
پهلوون پنبه فتوشاپه,hateful,fa,phicad,2
"مهر علیزاده هیچ برنامه ای نداشت گفت اسم خاتمی رو نام ببرم شاید رای جمع کنم !
یکی بهش بگه روحانی دستپخت تَکرار خاتمی بود این شامورتی بازیا دیگه جواب نمیده !",sensitive,fa,phate,1
I didn't forsake all other bitches for my wife to be getting fucked on by another nigga. and you know she married? you gotta die.,hateful,en,hate_speech_offensive,2
Kick dem fucc niccas out da spot,hateful,en,hate_speech_offensive,2
نکشیمون شجاع,hateful,fa,phicad,2
Can I bring another bitch or nah,sensitive,en,hate_speech_offensive,1
"I used to get GRs a lot, tho. maybe that's why my soles cracked so much... http://t.co/lRCb0vabiG",safe,en,hate_speech_offensive,0
تاکی بگیم تسلیت این کابوس کی تموم میشه 🙌 😢,safe,fa,phicad,0
هرکی گفته دمش گرم,safe,fa,phicad,0
"نگار مرتضوی نباید حتی پاش به دانشگاه شیکاگو برسه
این همه خون و جوون ندادیم که این پتیاره بره ماله کشی کنه 
اونایی که دنبال این بودن که کی نایاکه کی نیست 
بفرمایید
نگار مرتضوی ماله کش و نایاکِ خالصه
#مهسا_امینی
#عسلویه",sensitive,fa,phate,1
Stupid bitch &#128545;,sensitive,en,hate_speech_offensive,1
"#رهبر حکومت ظلم دروغ شیطانی خرافات غیر انسانی و تروریست علی خامنه ای و تمام دلقک‌های رژیم ترور نابود باد
 #صدا-سیما مرکز دروغ پراکنی تروریست‌ها نابود باید گردد 
#خوزستان_قهرمان   #خوزستان_تنها_نیست",hateful,fa,phate,2
تولدت مبارک سکسی من ❤️ 🔥 😢,sensitive,fa,phicad,1
"RT @wisdom_spewed: No, you stupid redneck, ""Animal Husbandry"" does NOT mean you can get hitched to your blue tick hound, Misty.",hateful,en,hate_speech_offensive,2
RT @GorgeousCamry_: &#8220;@1inkkofrosess: @GorgeousCamry_ stop explaining yo self sorry ass bitch DONT NOBODY CARE &#128522;&#8221;eww you sound spicy !,sensitive,en,hate_speech_offensive,1
اون نجف زاده دیوث رو چرا دیپورت نمیکنن,sensitive,fa,phate,1
شنیدم کنسرو هالک اومده,hateful,fa,phicad,2
&#8220;@My_Fish_Died: You dammn Weed potheads are annoying af on Twitter&#8221; weed and pot are the same thing faggot,hateful,en,hate_speech_offensive,2
"RT @seanmdav: Since I know you're wondering, @blakehounshell: No, Cracker Barrel is not a place to buy barrels full of crackers.",safe,en,hate_speech_offensive,0
تو زر نزن چاپلوس,hateful,fa,phicad,2
خداوند لعنتشان کند,hateful,fa,phicad,2
@DaDamnBone &#128514;&#128514; I'm Finna DM you the pic Bruh these hoes funny,sensitive,en,hate_speech_offensive,1
"آقای صدا و سیما زخم شد، به علی زخم شد، به قرآن زخم شد، بکش بیرون دیگه بابا...

اگر طرح منفور سازی طرف رو میسپردن به شما چکار میکردین؟",sensitive,fa,phate,1
جانم دلاور,safe,fa,phicad,0
"I uploaded a @YouTube video http://t.co/JHUuZpgr UPDATE ON UGANDA ANTI-GAY BILL: Freemasonry, Anglo-American Influence, and",safe,en,hate_speech_offensive,0
RT @FemsHaveBallz: You can no longer run a business n America unless it's deemed acceptable by 1 political group of retards known as democr&#8230;,hateful,en,hate_speech_offensive,2
اخه دیگه بوجه بهتون نمیدن,safe,fa,phicad,0
هرکی بهم می‌گفت توی اختتامیه مسی جام رو درحالی می‌بره بالا که عبا تنشه بهش می‌گفتم گمشو کص‌نمک نریز.,sensitive,fa,phate,1
@showtimemajed @mauroranallo @joerogan Either trolling or retarded.,sensitive,en,hate_speech_offensive,1
خواهشا من لاستیک ندارم امیدوارم برنده بشم 😢,safe,fa,phicad,0
Niggas fall in love with an EVIL bitch and turn they back on they friends..... Its Cool Tho.,sensitive,en,hate_speech_offensive,1
"|￣￣￣￣￣￣￣￣￣￣￣￣|
I          #رائفی_پور کص ننت
|＿＿＿＿＿＿＿＿＿＿＿＿|
                  \ (•_•) / 
                    \      / 
                     ——   
                     |     |
                     |_   |_
#مهسا_امینی",sensitive,fa,phate,1
Your acting like a spoiled little faggot have fun,hateful,en,hate_speech_offensive,2
هزار پدرا,hateful,fa,phicad,2
RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind,hateful,en,hate_speech_offensive,2
الهی فدات بشووم,safe,fa,phicad,0
سهمیه بنزین و بدین بقیه پیشکش,hateful,fa,phicad,2
درود برشما ارتیست سینمای ایران ما مملکت وانقلاب همینجوری به دست نیاوردیم که با چهارتا روسری لخت و برهنه و بوق کرنای این فراری های از مملکت جای خالی بدیم رهبر نمیخاد فراخوان بده اگه بدن ما تمام خیابان های تهران و ایران مملو جمعیت انقلابی میکنیم ❤️,sensitive,fa,phicad,1
"هشدار به آقای وحید یامین پور که تو برنامه ات به دانشجویان توهین می‌کنی و میگی بی ادبن، حداقل مثل تو دروغگو و دو رو و ریاکار نیستن که برنامه علیه فرانسه و استعمارش با خودروهای فرانسوی بسازن ولی خودشون مگان فرانسوی سوار بشن
من که خوب می شناسمت اجازه بده دهنم بسته بمونه
#مهسا_امینی",sensitive,fa,phate,1
ماشاالله پهلون جهان 😘 😘,safe,fa,phicad,0
سجاد گوزو معروف به هالکه کوصوو,hateful,fa,phicad,2
I love Liv when she gets ghetto,safe,en,hate_speech_offensive,0
Some of these hood negros don't deserve bail money the way they be visiting jail.,hateful,en,hate_speech_offensive,2
@USER کوس کوس اینقدر خوبه که they named it twice,sensitive,fa,pars_off,1
خوب عیبی نداره فداتشم عکس سکسی هم بزار 😂,sensitive,fa,phicad,1
خدایا شکرت واسه این همه بدبختی و ظلم ,hateful,fa,phicad,2
This nigga over here telling me he dont fuck with this bitch . When he do &#128553;&#128514;&#128514;. Or maybe she lying lol,hateful,en,hate_speech_offensive,2
"&#8220;@DickFurari: HELL YA THEY SHOULD MAKE MORE MALT LIQUOR ADS LIKE THIS. http://t.co/H0JGORtnF8&#8221;

- Dis be heaven fo a colored man",hateful,en,hate_speech_offensive,2
احمد‌زیدآبادی هم با «ایران» خداحافظی کرد...رعنا رحیم پور هم چند روز پیش همین خداحافظی را انجام داده بود..اولی که روزی قهرمان من بود و به این فضاحت در تفکر افتاده دومی که از آغاز پیدا بود تنها فن مجری گری خوبی دارد و عقلش زایل است؛ بروید و در را هم پشت سرتان حتما ببندید!,sensitive,fa,phate,1
Aye a nicca is tired tho!,safe,en,hate_speech_offensive,0
مگه قرار نبود روحانی استیضاح بشه,safe,fa,phicad,0
@heyrmbr probs that fag Vhia,hateful,en,hate_speech_offensive,2
@USER همین جمله ات میگه در فضای مجازی خوب تربیت نشدی هر کی میخوای باشی باش!,safe,fa,pars_off,0
@MarkB_LifeStyle @SportsCenter @Athletics Cant the Yankees make some last weeks moves??,safe,en,hate_speech_offensive,0
"@PennyTheGOAT 
The Biebs is getting fucked right in the pussy",sensitive,en,hate_speech_offensive,1
با زن دخترت مادرت خواهرت هم شنا میشیم جوون,sensitive,fa,phicad,1
RT @TheFunnyVines: Crazy bird https://t.co/XuvE34qenH,safe,en,hate_speech_offensive,0
اب و بریز اونجا ک میسوزه 😂,sensitive,fa,phicad,1
"RT @DaTbOySmOkEyy: Shawty said you not gone understand america unless you went to a PWI school, crackers already brainwashed her smh lol",hateful,en,hate_speech_offensive,2
عمیقا از خدا می‌خوام روزی رو ببینم که از ایران نرفتم ولی اینا رفتن، کرونا رفته و مردم ایران صبحی رو آغاز کردن بدون قیمت کردن نان و پنیر و دلار و شمردن دزدهای مملکت.,hateful,fa,pars_off,2
"برای اون راننده اتوبوس با شرفی که ، وحید امیری و اون مهدی ترابی لجن سوار نکرد ✌🏽
هر کی هستی ، هرجا هستی خیلی مردی...♥️
#مهسا_امینی
#نه_به_جمهوري_اسلامي 
#زن_زندگی_آزادی",sensitive,fa,phate,1
I'm in my bed like half asleep and stuff. But I really want that Oreo coffee coolatta.,safe,en,hate_speech_offensive,0
احسن این ی واقعیته,safe,fa,phicad,0
"Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO 

bitch pick one.

Fucking hate you.

I know you proud but shit.",hateful,en,hate_speech_offensive,2
Houston has so many trash drivers,safe,en,hate_speech_offensive,0
RT @antoinetteA: Coming up at 5:15a: Charlie Baker's campaign admits he may have been wrong about the emotional fisherman story from this w&#8230;,safe,en,hate_speech_offensive,0
هنوز از شوك خبر بيرون نيستم. يك ساده دلى داشت كه به گمانم از  درويشى و خرسنديش مي امد. هر وقت متلكى نينداخت يا شوخى ميكرد ممكن نبود به دنبالش تماسى نگيرد. بايد مطمئن ميشد كه دلخورى در كار نيست. به طور جدى از ديروز دلخورم. @URL,safe,fa,pars_off,0
@JoeDouglas1 I guess blaspheme to your Allah is ok if your pos muzzie huh? @JewJitsuGrl @efilnikcufecin7 @Darknight420,hateful,en,hate_speech_offensive,2
"یکی از بدبختی های مملکت ما اینه که یکی مثل یاسر جبرائیلی به ظریف میگه سواد دیپلماتیک نداره و مشاوزه هم به مقامات تصمیم گیر میده!
بی خود نیست حال و روز ما داره کم کم میشه کره شمالی!!",sensitive,fa,phate,1
My nig jus said ain't nuttin worse den a fat loud hoe.tru fuckin story,hateful,en,hate_speech_offensive,2
"جناب شریفی زارچی(مدیر اپلیکیشن ماسک)  همونی که اعتراف میکنه که بدون هماهنگی ۴۳ تا شهر رو سیاه کردیم.... دروغ گفتیم! و وزارت بهداشت و ستاد کرونا رو به این نتیجه رسوندیم که این شهرها رو قرنطینه کنند...
کلا این جماعت با سیاه نمایی ارتزاق میکنند!",sensitive,fa,phate,1
ایشالله که میزنیش همینکه تا اونجا رفتی واسه ما کلیه دمت گرم 👏 👏,safe,fa,phicad,0
@DavetheBrave1 that hoe on some other shit bro rt and 100x better rn that a nigga high,hateful,en,hate_speech_offensive,2
ببر گوزو شماره شدی دیگه تبریک,hateful,fa,phicad,2
@ItsYOUR_man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch,hateful,en,hate_speech_offensive,2
"خانم رعنا رحیم پور به خدا این بی بی سی سر موهای تو معطل مونده و بدترین حالت آرایش می‌کنه همون قدیم خوشگلتر بودی باز هر جور صلاح بود
@ranarahimpour",sensitive,fa,phate,1
حیفه هما نبود اخه 😉,safe,fa,phicad,0
یاشاسین علی اقا دایی,safe,fa,phicad,0
چه وضعشه پینگ چرا انقد بالاست,hateful,fa,phicad,2
"@IntentionalTalk Half jar of marmalade, shaved monkey, saran wrap, mini horse. Give your best scene. #askkevin",safe,en,hate_speech_offensive,0
ابروی ایرانی هارو بردی,hateful,fa,phicad,2
انصافاً اگرنه اسکارکه لایق دیپلم افتخاراستفاده بهینه ازحرومزادگی وجاکشی ولاپالیسی درعرصه رسانه به انتخاب تماشاگران هست اش این تندیس وقاحت ونمادوطن فروشی و بی شرافتی کامران نجف زاده https://t.co/GVVU3gJLS2,sensitive,fa,phate,1
واقعا دارین چیکار میکنین؟ایرانسل انتن و کلا قطع میکنین افرین واقعا,safe,fa,phicad,0
RT @Runyacheckup: Niggas and bitches gotta quit wit da money pics... If I can count it accurately it ain't enough &#128514;&#128514;&#128514;,sensitive,en,hate_speech_offensive,1
نفرت انگیز و تهوع اور 😐,hateful,fa,phicad,2
The blacks in #California are typical niggers.,hateful,en,hate_speech_offensive,2
درود علی جان 🔥 🔥 💔 💔 🖤 💔 💔 🔥 🔥,safe,fa,phicad,0
ولی چه دوست داشته باشید چه دوست نداشته باشید امسال اگه پنالتی‌ها رو از استقلال بگیرید الان استقلال بجای پدیده قهر نشین بود .,sensitive,fa,phate,1
واقعا به روز رسانی جدید افتضاح سرعت کم ظاهر زشت عدم تبدیل امتیاز به شانس درهم بودن گزینه های مختلف,hateful,fa,phicad,2
"They say numbers dont lie, bitch im not the 1",sensitive,en,hate_speech_offensive,1
واقعا سلبریتی احمقی هستی ,hateful,fa,phicad,2
"RT @UnusualFactPage: Shy people tend have great observational skills, making it easier to recognize the core of a problem then solving it.",safe,en,hate_speech_offensive,0
If you arent going to stick to one garbage can for recycling Im not going to give a single fuck about where Im putting my trash.,sensitive,en,hate_speech_offensive,1
&#8220;@Iifetip: Kit Kat brownies. http://t.co/40W2a8qlBy&#8221; making.,safe,en,hate_speech_offensive,0
کیفیت افتضاح قیمت دوبرابر الانم که نت رو ملی کردید قطعا این ماه سرویسمو جمع میکنم 👎🏻,hateful,fa,phicad,2
بهترین وجذابترین النازدنیا ❤️ ❤️ ❤️ ❤️,safe,fa,phicad,0
چه قدر یادگرفتم از شما 🙏🏻 🌿,safe,fa,phicad,0
Lmao they got the Titanfall jump in this bitch,sensitive,en,hate_speech_offensive,1
@Smokee_SMB damn I just got called a hoe,sensitive,en,hate_speech_offensive,1
@slickbackjr_ I forgot you're the same bull that said Yeezus was good and that J.Cole is trash http://t.co/KkuZV5pdDr,safe,en,hate_speech_offensive,0
مثله همیشه زیبا ❤️ ❤️ ❤️,safe,fa,phicad,0
داداش گوز کندی بوش دنیا برداشت,hateful,fa,phicad,2
"RT @runofplay: I'm confused. Martins Indi just drew a yellow card, but I didn't see him steal a tank from the Brazilian army and open fire &#8230;",safe,en,hate_speech_offensive,0
این اگه ظلم نیست اسمش چیه,hateful,fa,phicad,2
جون چه گوشتی 🔥,sensitive,fa,phicad,1
@USER خب بچه باید بکنیم؟,sensitive,fa,pars_off,1
اسطوره ی مردمی درود به شرفت 💎 ❤️,safe,fa,phicad,0
نخند جانه ما منو شاش گرف,hateful,fa,phicad,2
فعلا عمامه پرانیه,hateful,fa,phicad,2
"RT @BestSagittarius: #Sagittarius can be compassionate towards other people when they want to be, especially towards the ones they care abo&#8230;",safe,en,hate_speech_offensive,0
بگم بیش از ده بار این فیلمو دیدم دروغ نگفتم 😂 😂 😍 ❤️ 🔥,safe,fa,phicad,0
@RSBerto Dumb Haitian fake black faggots. Go to Haiti and neck yourself.,hateful,en,hate_speech_offensive,2
Lol im out here curving bitches like im taken,sensitive,en,hate_speech_offensive,1
دو عدد کاردرست,safe,fa,phicad,0
چ رول خیاری 😂 🥒 🍀,sensitive,fa,phicad,1
خدا قوت پهلوان دمت گرم,safe,fa,phicad,0
خفه شوو جن ده صیغه ای,hateful,fa,phicad,2
واقعا چطور روتون شده بسته رو انقد گرون کنید؟ دزدا,hateful,fa,phicad,2
فقط فکر کن درصد ببری سجادجان چ شهرتی نصیبت میشهه ب امید موفقیت هم وطن 🔥,safe,fa,phicad,0
On westside I'm screamin fuck KD bitch!!!!,sensitive,en,hate_speech_offensive,1
 ای جونم به جفتتون 💙 🥰,safe,fa,phicad,0
خوب حتما لیاقت شوداری عن اقاحرومزاده,hateful,fa,phicad,2
@CarelessOne92 you styl gotta get dem tweets off my nig,hateful,en,hate_speech_offensive,2
من نمیفهمم برای گریه و زاری و میلیاردها خرج چرا نمیرید چهارتا کتاب تاریخ بخونید ببینید این روایتی که براتون تعریف کردن راسته یا کسشر و داستان‌سرایی.,sensitive,fa,pars_off,1
اقای بی شرف,hateful,fa,phicad,2
سالار,safe,fa,phicad,0
RT @i__pooteD: There's pussy makeup?,sensitive,en,hate_speech_offensive,1
مثل گل شکفتی ❤️ ای جان,safe,fa,phicad,0
You can't spell Patrick without trick so trick or treat bitch,sensitive,en,hate_speech_offensive,1
@USER وای خیلی جذابه تخم سگ ! اعصابم خورد شده اصلا :)))),sensitive,fa,pars_off,1
@USER گه میخورن همه. گوه حتی.,sensitive,fa,pars_off,1
@StarIsTheFuture you call @GOPBlackChick house nigger and she's the racist? Fathom the hypocrisy in that statement.,hateful,en,hate_speech_offensive,2
"These nigs is haters man, and I've made myself so easy to luv",sensitive,en,hate_speech_offensive,1
✌ ✌ 🇭🇺 🇭🇺 🇭🇺 مهناز افشار دمت گرم که حقوق زن را میدانی,safe,fa,phicad,0
"No police department that hires gypsies, half-breeds, and nigglets should be trusted.",hateful,en,hate_speech_offensive,2
"If you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard.",hateful,en,hate_speech_offensive,2
عکس قدیمیه یا موهاتو رنگ کردی 😢 😢 جوگندمی قشنگ بود 😍,safe,fa,phicad,0
به اون مامور ایرانی که جلوی چشمش یک مزدور خارجی با باطوم یک زن معترض و حتی غیر معترض رو به باد کتک میگیره و می افته روش ،..... باید گفت خیلی غیرت داری مرددددددد!!!!!!!!!! #کثافت,sensitive,fa,phate,1
گوهنوش بختیاری,hateful,fa,phicad,2
ایشون بخاطر مردم دوبنده مشکی پوشیدن ❤️,sensitive,fa,phicad,1
تمیز کردن گاز با اختلاف تخمی ترین کار خونه است 😑😑😑,sensitive,fa,pars_off,1
"Ungrateful shit lol RT @DJSydneyLove: Is sending for me in a Uber the new way of tryna pay for pussy ? Cuz lol, pls don't.",sensitive,en,hate_speech_offensive,1
کرایه ها موتور افتضاح,hateful,fa,phicad,2
RT @bijoudulcet: Y'all some bitches @nbc,sensitive,en,hate_speech_offensive,1
زنده باد شرف وغیرت شیر 🦁 مرد وطنم اقاعلی دوستت داریم که دلسوزملتی وملتی که از مرفه ترین به زباله گردی مبدلمان کردخمینی سیک وخا ئنه ایی مفع,sensitive,fa,phicad,1
دبه خیارشور 😂,hateful,fa,phicad,2
کتک خورده,hateful,fa,phicad,2
Fuck a hot head pussy I gt a cold heart,sensitive,en,hate_speech_offensive,1
&#8220;@notflappybird: Tag a friend that sucks at flappy bird&#8221; @me,safe,en,hate_speech_offensive,0
jacob u look like a monkey in dis http://t.co/rkaqn0GRQe,safe,en,hate_speech_offensive,0
"@KellenDaniel along with the French blue and Buggs bunny VIIs, and the Oreo IVs. @LaJethroJenkins",safe,en,hate_speech_offensive,0
"قشنگ انگار مامور به نابودی استقلاله
اون وضع نقل و انتقالات
اینم وضع لجبازی حق پخش
حق پخشی که اگر تازه به ثمر برسه ما قربانی شدیم.
چکار کنه بفهمیم واسه نابودی ما اومده این سردار درصدی دلال؟",sensitive,fa,phate,1
چه عشووه ای میادازش معلومه چکاره ست 😁 😁 😘 😘,safe,fa,phicad,0
RT @BranninWGL: RT @QB_Hitman: RT @latry: But thats your baby mom though. RT @Tyga: That ain't my hoe.,sensitive,en,hate_speech_offensive,1
&#8220;@NiHao_Rocky Who is she? RT @DrTruth247: Y'all hype that bread loaf chick up but I'm a chill&#8221; a dyke rapper,hateful,en,hate_speech_offensive,2
مردم فضولات دستشویی یشان را هم واستون نمیدن,hateful,fa,phicad,2
"RT @Feenohmenal: I spent my whole fucking life apologizing for not being enough. You can't cut, nip, fuck, booze or drug the inadequacy out&#8230;",sensitive,en,hate_speech_offensive,1
&#128514;&#128514;&#128514;RT @kwagiheath: Them 1st 48 Charlotte goon niccas gon Fkkk around and burn Bank Of America stadium down&#128293;,hateful,en,hate_speech_offensive,2
یه چیز جالبی که کشف کردم اینه هرچقد حس کنی یکی از اعضای خونوادت مثلا برای من بابام، آدم خیانتکار خودخواه بی مسئولیت و بدی بوده باشه و هیچ وقت هیچ وقت تورو به پشمشم حساب نکرده آینده تو براش به تخمش بوده، بازم اگه یه تار مو از سرش کم بشه میخوای بمیری از غصه,sensitive,fa,phate,1
حیف که این همه سال طرفدار شما بودم,hateful,fa,phicad,2
خاص 🦋 💙,safe,fa,phicad,0
"خداروشکر اون حرومزاده‌ای که زن فوتبالیست خودشو ممنوع الخروج کرده بود بعد اومده بود درباره زنان ورزشکار گه خورده بود هم کیسه کشه!
#توتونچی",sensitive,fa,phate,1
⛔ ⛔ چالش انفالو نخاله ها,hateful,fa,phicad,2
Have you noticed all the ghetto people naming their kids after cars? Mercedes&#8230; Lexus&#8230; Repossessed.,safe,en,hate_speech_offensive,0
پست اعتراضیت رو پاک کردی؟ خاک بر سر بی وجودت,hateful,fa,phicad,2
@ksecus I give up on the Tankees I mean Yankees. Maybe next year!!,safe,en,hate_speech_offensive,0
کاش فیلم کتک خوردنت از مردمم میزاشتی,hateful,fa,phicad,2
"آهان راستی میخواستم فرناز فصیحی منو بلاک کنه که دیگه خیالم راحت باشه ریختش رو نمیبینم
و موثر واقع شد
بلاک کرد
...
پ.ن:
نگار مرتضوی و ملیحه محمدی و الهه هیکس هم مث این فرناز جاکش سرعت عمل دارن تو بلاک کردن؟اگه آره اونا رو هم یه توییت بزنم منو بلاک کنن",sensitive,fa,phate,1
زر نزن بابا دستمالتو بردار به ادامه کارت برس,hateful,fa,phicad,2
"I like to mock Apple, but I'm legitimately interested to see what their wearable looks like.",safe,en,hate_speech_offensive,0
خدایی فقط این عکست قشنگ شد ❤️ ❤️,safe,fa,phicad,0
عالی دمت گرم ❤️,safe,fa,phicad,0
@kristin12909 better nig. Lol but if anything ill flip u the 10 or something. Im tryna get some more cash,hateful,en,hate_speech_offensive,2
"As Chanice say that, I realize the coons move from drinking Moet to Belaire. All yuh feel all yuh so fancy with all yuh $30 champagne eh",safe,en,hate_speech_offensive,0
RT @USER: @USER بحث استقلالی بودن نیست بحث کسکش بودن اینه,sensitive,fa,pars_off,1
چه وضعشه,hateful,fa,phicad,2
پهلوان تختی بودن سخته با احترام انفالو مهساامینی,safe,fa,phicad,0
"میگن تحصیلات شعور نمیاره! 
سرایدار مدرسه میره فیلمای دوربین مدار بسته رو پاک میکنه که بچه های مردمو اذیت نکنن، ازونور یه سه نقطه به اسم #نگار_مرتضوی تحصیل کرده و زبان بلد میره اراجیف میگه و از ج ا پول میگیره!
#مهسا_امینی 
#اعتصابات‌_سراسری 
#حسین_رونقی_را_آزاد_کنید",sensitive,fa,phate,1
ممنون بابت راهنمایی هاتون ❤️ ❤️ ❤️ ❤️ ❤️,safe,fa,phicad,0
پرویز جان تو خودت شریک جرم اینایی خودتو الکی ناراحت و مظلوم نشون نده هنربند عن قلابی,hateful,fa,phicad,2
@2014samanthaKay good enough fag,hateful,en,hate_speech_offensive,2
@KeiveeB yellow shirt hat turnt to da side,safe,en,hate_speech_offensive,0
I aint never had a prob with no other bitch over a nigga if thts yo nigga cool im older enough too go find me another &#128527;,sensitive,en,hate_speech_offensive,1
❤️ ❤️ ریحون قشنگم,safe,fa,phicad,0
همه تون توهمی هستید دزدا,hateful,fa,phicad,2
برای دوام این جور چیزا به #جبرائیلی تاختید؟ https://t.co/6JWrFjCIgG,safe,fa,phate,0
اره هوا هوا لواطه چرب کن,sensitive,fa,phicad,1
"Like damn hoe I gave you a chance when you was average, Why you aint beauty make over when we was together.",sensitive,en,hate_speech_offensive,1
"RT @TheStrangeLog: Nerf the hell out of birds, they no longer attack you at long range, lower damage, don&#8217;t follow you forever.",safe,en,hate_speech_offensive,0
@USER به خاطرم نیست کجا منتشر شد فقط میدونم دروغ بود. اصلا اون ادبیات من نیست.,sensitive,fa,pars_off,1
RT @theChefBoyRD: @victoriaaa_lee @anniespringer_ ew she's so ugly who is that hoe,hateful,en,hate_speech_offensive,2
@USER از این کون به اون کون فرجه.,sensitive,fa,pars_off,1
I be using these fufu bitches &#128514;&#128514;,sensitive,en,hate_speech_offensive,1
"@DestroTheNoble @nekolin purple &amp; pink....for the faggots who want to be protected...by the police, instead of BEARING ARMS if need be!",hateful,en,hate_speech_offensive,2
"What an amazing, proud day it was today for @NKOTB and #blockheads! Time for bed! Good knight!",safe,en,hate_speech_offensive,0
تموم شدید,hateful,fa,phicad,2
Niggas actin like hoes most of em bitches,hateful,en,hate_speech_offensive,2
